id,query,product_title,product_description,median_relevance,relevance_variance,,
230,harleydavidson,Harley-Davidson and Philosophy (Paperback),,4,0.943,,
232,rice cooker,Stainless Steel 10-cup Rice Cooker with Steam Tray,,4,0,,
241,ps3 wireless controller,"Rock Candy Wireless Controller, Red (PS3)","Play your video games in style with this Rock Candy Wireless Controller for the PS3. Instead of the traditional black, it has a red translucent design that you can use to express your personality and style. It has the same buttons and features as the controllers that are standard with the game system, including its own wireless adapter for your convenience. Enjoy your PS3 games to their full extent with this Rock Candy controller in red.",3,0.748,,
243,power surge protector,Accell Powramid Power Center and Surge Protector,"Accell Powramid Power Center and Surge Protector

DESCRIPTION

Powramid Power Center and Surge Protector
Typical surge protectors continue to supply power even after they no longer are providing surge protection, exposing connected devices to potential damage from a power surge. With its Power Stop technology, the Powramid automatically stops conducting power once the absorption has reached capacity. The Powramid provides advanced 1080 Joules of surge protection and features patented X3 MOV technology for maximum safety to all connected devices. The Powramid Surge Protector is available in black or white and features a 4 foot grounded power cord.",4,0.471,,
245,toaster oven,Oster 4-Slice Toaster,This Oster 4-Slice Toaster Oven conveniently prepares any meal or snack without having to turn on your big conventional oven. Ideal for quick grab and go foods and heating up leftovers.,4,0,,
247,face cream,Retinol Face Moisturizer Organic Lilie De Vallee 4 oz Cream,"Retinol Face Moisturizer - Organic - 4 ozOrganic Retinol Moisturizer: A powerful cocktail of antioxidants combined with Vitamin A to diminish fine lines, wrinkles, and premature aging due to sun exposure. Vitamin A boasts a long list of clinically proven restorative and anti-aging properties. This result oriented formulation will fight free radical damage as well as restore and renew firmness, elasticity, and thickness to the skin.
Directions: Apply a small amount to face and neck at night. Apply sunscreen if used during the day.
Paraben Free",2,0.943,,
248,hawaiian shirt,Polo Shirt - Mossimo Supply Co.,"details
Sizing: Junior
Knit Type: Pique
Material: 95 % Cotton, 5 % Spandex
Neckline Style: Round, Polo collar
Sleeve Style: Short, Set in sleeve, Basic sleeve Banded cuff
Closure Style: Front button down
Garment Length: Below hip
Hem Type: Plain hem
Care and Cleaning: Machine wash, cold, Machine wash, gentle or delicate, Non chlorine bleach when needed, Tumble dry, normal, low heat, Iron, low
Pattern: solid, no pattern applied",2,0,,
249,multiple phone charger,Samsung Galaxy S5 Mini 16GB Unlocked GSM Dual-SIM Cell Phone,"Super slim at 9.1 mm, the GALAXY S5 mini offers much of the technology of the GALAXY S5 in a conveniently compact design. Enjoy unsurpassed performance with its compact size that makes one-handed use comfortable. With an IP67 certification, the GALAXY S5 mini is resistant to sweat, rain, liquids, sand and dust. So feel free to use your phone in practically any situation.",1,0.471,,
252,hollister polo,"George - Boys' Long-Sleeve Polo Shirts, 4-Pack Value Bundle","This George Boys' Long-Sleeve Polo Shirts, 4-pack Value Bundle is ideal for your child's back-to-school wardrobe. These polo shirts are made of a fine, soft cotton blend that is treated with Scotchgard protector to prevent stains. The traditional style of these polo shirts feature a flat knit rib collar and matching cuffs. They also include vents at the side seam for breathability and a sweat patch with tagless label to prevent itching or irritation. These George polo shirts come in a variety of colors that can be mixed and matched with other school uniform essentials or paired with jeans for a complete, polished look. George - Boys'",2,0.632,,
253,table clock,Howard Miller Windsor Carriage Table Clock,"The Howard Miller Windsor Table Clock will add elegance to any setting. This handsome, carriage-style clock with quartz movement and beveled sides features black Roman numerals, glass crystal, and a metal waterfall bezel with polished brass finish. It has been crafted from select hardwoods and veneers with a rich and warm Windsor Cherry finish. About Howard Miller Beginning in the 1920s, Howard Miller clocks have impressed all who see them with superior quality and design. Howard Miller wall, floor, and mantel clocks are crafted to last for generations and to perfectly accent your home. Miller, began manufacturing wall and mantel clocks in Michigan. Evolving to encompass cabinet making and other furniture design - all renowned for quality and style - the Howard Miller company proudly stands behind its reputation as the World's Largest Clock Manufacturer. 7H x 6W x 2.5D inches Windsor Cherry finish with crystal glass cover Quartz movement and battery-operated Beveled sides, top, and base",4,0.866,,
265,rain boot,Women's Black and Red Tall Rain Boots,"Choose this pair of chic and durable rubber boots to wear on a rainy day, or keep your feet tidy in your garden's muck and soil. These sturdy, easily washable boots will withstand bad weather or help you perform your backyard chores, lined with a soft knit fabric to keep your toes warm on rainy day.",4,0,,
266,cat grass,"Special Kitty Outdoor Dry Cat Food, 44 lbs","About this item
The Special Kitty Dry Cat Food knows that cats rule, and you want to serve them only the best food. That's why each one of the high-quality varieties not only uses wholesome ingredients that supports their health and also tastes delicious. You can always trust Special Kitty cat food to provide nutritious premium products that your cat will crave. This advanced outdoor formula is made with specific attention to the needs of outdoor pets. Not only does it provide the extra energy needed for an active outdoor animal, this product also supports eye, bone, and tooth health. Your cat may actually reward you with a smile thanks to this wholesome cat food.
Special Kitty Outdoor Dry Cat Food, 44 lbs:",1,0,,
268,vanity fair bras,"Fruit of the Loom - Comfort Front-Close Sports Bra, Style 96014, 4-pack","Esta fruta del sujetador confort deportivo delanteros cerca Loom, estilo 96014, es perfecto para el uso diario. Es fácil de llevar con su característica de cierre frontal y tiene un frente fruncida para una mejor conformación. Además, se construye con 2 capas de cobertura sin complicaciones. Elige uno de los colores variados. Fruit of the Loom - Comfort Front-Cerrar Sostén deportivo, Estilo 96014 :
Fácil de llevar cerca delante de algodón sujetador
Frente fruncida para mejorar la conformación
2 capas para una cobertura sin complicaciones
Perfecto para todos los días
Lavar a máquina en frío",3,0.471,,
269,wii microphone,Official Logitech Rock Band USB Microphone for Xbox 360 Nintendo Wii PS3 Tested,,4,0.4,,
271,high chairs,"Cosco Simple Fold High Chair, Zury","Invite fun to meal times with the Cosco Simple Fold High Chair. Easy to stow and take on the go, this high chair is specially designed to be simple to take along for the ride. The full size, three-position adjustable tray grows with your child, giving them extra room as they need it. Cleanup is easy after messy meals thanks to the wipeable seat pad. The high chair folds down quickly for storage out of sight or to pack easily into the car. Whether dining at home or out and about while traveling, the Simple Fold High Chair gives your child a fun place to eat.

Cosco Simple Fold High Chair, Zury:
Easy wipe seat makes all that baby goo simple to clean
Folds flat and stands on its own, making it easy to hide away
Compact fold great for taking on the go
No-nonsense design sets up in just seconds
Full size, 3-position adjustable tray with built-in cup holder
Wipeable seat pad with comfortable leg rest for little feet
3-point harness keeps child up to 50 lbs secure",2,0.8,,
275,san francisco 49ers,San Francisco 49ers Official NFL Infant One Size Hooded Infant Towel,"Keep your baby warm and dry in this hooded towel.
Made with super soft terry cloth with a US printed logo",4,0.471,,
276,stick vacuum,Bissell 53Y8 Lift-Off Floors and More Cordless 2-in-1 Stick Vacuum,"Powerful and convenient, the Bissell Lift-Off Floors and More Cordless 2-in-1 stick vacuum is your smart choice for everyday messes. It includes a brush roll on/off switch to safely and effectively clean all floor types and a detachable hand vacuum makes for easy clean up on stairs, upholstery, and more.",4,0,,
279,ice cream maker,Koolatron Deluxe Double Treat Ice Cream Maker  FT03,"Now you can double deck your cone with this Koolatron Deluxe Double Treat Ice Cream Maker. Mix up a batch of two different flavors at the same time! Place ingredients for chocolate in one side, vanilla in the other, then hit the switch. The ice cream maker starts mixing automatically and stops when your delicious treat has reached the perfect temperature. Includes instruction manual and recipe book for sweet inspiration. Dishwasher safe and easy to clean. Requires 4-AA batteries that must be purchased separately. 6H”x6W”x10L""",4,0,,
281,an extremely goofy movie,A Goofy Movie (Full Frame),"DVD, G, 78 minutes, Disney
Now you can enjoy all the outrageous fun and laughter of Disney's most legendary comedian as he stars in his very own full-length motion picture! In the great tradition of quality Disney animation, ""A Goofy Movie"" is a classic blend of irresistible characters, unforgettable music, and an endearing modern-day story about how the lovable Goof bonds with his teenage son, Max, on a hilarious cross-country road trip. En route to the ol' fishing hole, they find themselves up to their floppy ears in misadventure! Will Max learn there's nothing wrong with taking after dear old dad ... if he is a little goofy? The question is answered in the showstopping finale when Max and Goofy ""crash the stage"" at the most spectacular rock concert ever performed! Filled with action-packed scenes, narrow escapes - even a comic close encounter with Bigfoot - Disney's critically acclaimed hit comedy is a delightfully memorable adventure your family will love taking again and again.

""Calling All Goofs"" Cartoon, ""A Goofy Success Story"" Cartoon, ""Goofy Movie"" DVD Storybook, ""Goofy Movie"" Trivia Game, Theatrical Trailer.",3,0.894,,
289,gym gloves,"Everlast Wristwrap Glove, Black",,2,0.748,,
290,double stroller,Contours Options Elite Twin Tandem Double Baby Stroller Sand NEW,"<table>
	<tr>
		<td>




.style1 {
 text-align: center;
 font-family: ""Berlin Sans FB Demi"";
 font-size: x-large;
 color: #800000;
}
.style2 {
 text-align: center;
 font-family: ""Cooper Black"";
 font-size: large;
}
.style3 {
 text-align: center;
 font-family: ""Berlin Sans FB Demi"";
 font-size: large;
 color: #800000;
}
.style4 {
 text-align: center;
}
.style5 {
 font-family: ""Berlin Sans FB Demi"";
 font-size: large;
}
.style6 {
 font-family: ""Berlin Sans FB Demi"";
 font-size: large;
 text-align: center;
}
.style7 {
 font-family: ""Gill Sans Ultra Bold"";
 color: #800000;
}
.style8 {
 font-family: ""Arial Black"";
 font-size: xx-large;
 text-align: center;
}
.style9 {
 font-family: ""Gill Sans Ultra Bold"";
 font-size: large;
 text-align: center;
 text-decoration: underline;
 color: #800000;
}
.style10 {
 font-family: ""Berlin Sans FB Demi"";
 font-size: large;
 color: #800000;
}
.style11 {
 font-family: ""Gill Sans Ultra Bold"";
 font-size: large;
 color: #800000;
}
.style12 {
 font-family: ""Cooper Black"";
 font-size: large;
 color: #800000;
 text-decoration: underline;
}
.style13 {
 font-family: ""Cooper Black"";
 color: #800000;
 text-decoration: underline;
}
.style14 {
 color: #800000;
}
.style15 {
 font-size: large;
}



<p>New Contours Options Elite Twin Tandem Double Stroller Sand <p>the best of both worlds
<p>We are auth dealers for Contours so your purchase will be covered under full mfg warranty
<p>
<p></p></p></p></p></p></td></tr></table>",4,0,,
